,Dataset,Frame,Synthesized View,X.passes,WS.PSNR,CEL,theo_time,p1,p2,p3
178,TechnicolorHijack,50,3,3,27.9066,0.015235852601518076,518.947,2,5,7
179,TechnicolorHijack,50,3,3,27.8826,0.015189605104182123,518.947,2,6,7
180,TechnicolorHijack,50,3,3,28.1513,0.024456198882694968,333.302,3,4,5
181,TechnicolorHijack,50,3,3,28.1513,0.015749174024769594,517.57,3,4,6
182,TechnicolorHijack,50,3,3,28.1513,0.01570738437643921,518.947,3,4,7
183,TechnicolorHijack,50,3,3,28.1502,0.015747048708387272,517.57,3,5,6
184,TechnicolorHijack,50,3,3,28.1502,0.015705264699477986,518.947,3,5,7
185,TechnicolorHijack,50,3,3,28.2459,0.015889676595105085,518.947,3,6,7
186,TechnicolorHijack,50,3,3,28.0936,0.01563769151998763,517.57,4,5,6
187,TechnicolorHijack,50,3,3,28.0936,0.01559619768492736,518.947,4,5,7
188,TechnicolorHijack,50,3,3,28.1717,0.015746694749174773,518.947,4,6,7
189,TechnicolorHijack,50,3,3,28.1515,0.015707769772250343,518.947,5,6,7
190,TechnicolorHijack,50,4,1,18.9136,-0.020563684200564085,52.831,1,0,0
191,TechnicolorHijack,50,4,1,28.1229,0.029596365173288255,274.456,2,0,0
192,TechnicolorHijack,50,4,1,28.197,0.029463884545568912,278.205,3,0,0
193,TechnicolorHijack,50,4,1,28.1862,0.02830616662402058,289.202,4,0,0
194,TechnicolorHijack,50,4,1,28.161,0.024485301618352127,333.302,5,0,0
195,TechnicolorHijack,50,4,1,28.1591,0.01576424445002608,517.57,6,0,0
196,TechnicolorHijack,50,4,1,28.1584,0.01572106592773443,518.947,7,0,0
197,TechnicolorHijack,50,4,2,27.9653,0.02902213833911446,274.456,1,2,0
198,TechnicolorHijack,50,4,2,28.0207,0.028830179184414377,278.205,1,3,0
199,TechnicolorHijack,50,4,2,28.0083,0.027691025649891766,289.202,1,4,0
200,TechnicolorHijack,50,4,2,27.9814,0.02394645096639084,333.302,1,5,0
201,TechnicolorHijack,50,4,2,27.976,0.015410475877659058,517.57,1,6,0
202,TechnicolorHijack,50,4,2,27.9745,0.015366694479397702,518.947,1,7,0
203,TechnicolorHijack,50,4,2,28.3928,0.030167682104922634,278.205,2,3,0
204,TechnicolorHijack,50,4,2,28.3913,0.029015359506504107,289.202,2,4,0
205,TechnicolorHijack,50,4,2,28.4353,0.025308278978223957,333.302,2,5,0
206,TechnicolorHijack,50,4,2,28.5595,0.016537859613192415,517.57,2,6,0
207,TechnicolorHijack,50,4,2,28.5787,0.016530975224830283,518.947,2,7,0
208,TechnicolorHijack,50,4,2,28.1946,0.0283352120663066,289.202,3,4,0
209,TechnicolorHijack,50,4,2,28.2295,0.024690820937168095,333.302,3,5,0
210,TechnicolorHijack,50,4,2,28.3466,0.016126514287922403,517.57,3,6,0
211,TechnicolorHijack,50,4,2,28.3618,0.016113013467656617,518.947,3,7,0
212,TechnicolorHijack,50,4,2,28.221,0.024665318539942752,333.302,4,5,0
213,TechnicolorHijack,50,4,2,28.3371,0.016108159282802324,517.57,4,6,0
214,TechnicolorHijack,50,4,2,28.3521,0.016094321770816673,518.947,4,7,0
215,TechnicolorHijack,50,4,2,28.2697,0.01597793535173986,517.57,5,6,0
216,TechnicolorHijack,50,4,2,28.2847,0.015964443382464878,518.947,5,7,0
