,Dataset,Frame,Synthesized View,X.passes,WS.PSNR,CEL,theo_time,p1,p2,p3
307,ClassroomVideo,20,5,3,32.7012,0.08663669911256931,146.603,3,4,6
308,ClassroomVideo,20,5,3,32.7012,0.08380698501514322,151.553,3,4,7
309,ClassroomVideo,20,5,3,32.7013,0.08663738122685076,146.603,3,5,6
310,ClassroomVideo,20,5,3,32.7013,0.08380764485031642,151.553,3,5,7
311,ClassroomVideo,20,5,3,32.7,0.08379906699306515,151.553,3,6,7
312,ClassroomVideo,20,5,3,32.7068,0.08667489751232922,146.603,4,5,6
313,ClassroomVideo,20,5,3,32.7068,0.08384393578484095,151.553,4,5,7
314,ClassroomVideo,20,5,3,32.7055,0.0838353579275897,151.553,4,6,7
315,ClassroomVideo,20,5,3,32.7096,0.08386241116968983,151.553,5,6,7
316,ClassroomVideo,40,1,1,13.0428,-0.05154436006667902,134.975,1,0,0
317,ClassroomVideo,40,1,1,13.5123,-0.045470920534350076,142.678,2,0,0
318,ClassroomVideo,40,1,1,34.7916,0.10330411705136713,143.185,3,0,0
319,ClassroomVideo,40,1,1,34.8056,0.10325262218254853,143.392,4,0,0
320,ClassroomVideo,40,1,1,34.7989,0.10206349096877868,144.997,5,0,0
321,ClassroomVideo,40,1,1,34.7829,0.10083627210902912,146.603,6,0,0
322,ClassroomVideo,40,1,1,34.7579,0.09737781502180755,151.553,7,0,0
323,ClassroomVideo,40,1,2,13.5115,-0.04547652756556722,142.678,1,2,0
324,ClassroomVideo,40,1,2,34.5695,0.10175297691797323,143.185,1,3,0
325,ClassroomVideo,40,1,2,34.5817,0.10169116826601204,143.392,1,4,0
326,ClassroomVideo,40,1,2,34.5753,0.10052139009772613,144.997,1,5,0
327,ClassroomVideo,40,1,2,34.5626,0.09933357434704612,146.603,1,6,0
328,ClassroomVideo,40,1,2,34.5402,0.09594135384980831,151.553,1,7,0
329,ClassroomVideo,40,1,2,34.6015,0.1019764640150854,143.185,2,3,0
330,ClassroomVideo,40,1,2,34.6121,0.10190317451461726,143.392,2,4,0
331,ClassroomVideo,40,1,2,34.6054,0.10072898059959863,144.997,2,5,0
332,ClassroomVideo,40,1,2,34.6027,0.0996071021738982,146.603,2,6,0
333,ClassroomVideo,40,1,2,34.5805,0.09620726742459734,151.553,2,7,0
334,ClassroomVideo,40,1,2,34.7978,0.1031982258424459,143.392,3,4,0
335,ClassroomVideo,40,1,2,34.7977,0.1020552149354814,144.997,3,5,0
